number,contact_type,u_wait_reason,assignment_group,closed_at,resolved_at,u_subcategory,u_symptom,opened_at,sys_mod_count,reassignment_count
INC0113686,Email,,Service Desk,1/15/22 14:00,1/12/22 14:00,Bogus/Duplicate Record,Maintenance,1/12/22 13:09,2,0
INC0113683,Email,,Service Desk,1/15/22 13:00,1/12/22 13:00,Desktop Application,Configure/Modify,1/12/22 10:58,4,0
INC0113684,Email,,Service Desk,1/15/22 12:00,1/12/22 12:00,College Account/Identity Mgmt,Password,1/12/22 11:00,4,0
INC0113571,Email,,Student Computing,1/15/22 11:00,1/12/22 11:00,General Information,How To/Question,1/6/22 16:30,5,0
INC0113578,Self-service,,Service Desk,1/15/22 11:00,1/12/22 11:00,Desktop Application,Configure/Modify,1/7/22 8:46,4,0
INC0113675,Email,,Service Desk,1/15/22 11:00,1/12/22 11:00,Wireless Network,How To/Question,1/11/22 22:41,2,0
INC0113638,Email,,Systems,1/15/22 11:00,1/12/22 11:00,Other/Not Listed,Configure/Modify,1/11/22 10:20,8,1
INC0113522,Email,,Student Computing,1/15/22 11:00,1/12/22 11:00,MFA,Configure/Modify,1/5/22 9:06,9,0
INC0113555,Email,,Service Desk,1/15/22 11:00,1/12/22 11:00,Desktop Application,Configure/Modify,1/6/22 10:20,4,0
INC0113673,Email,,Service Desk,1/15/22 10:00,1/12/22 10:00,Bogus/Duplicate Record,Maintenance,1/11/22 21:19,2,0
INC0113567,Email,,Student Computing,1/15/22 9:00,1/12/22 9:00,General Information,How To/Question,1/6/22 14:47,5,0
INC0113539,Self-service,,Student Computing,1/15/22 9:00,1/12/22 9:00,WebAdvisor,Error/Bug,1/5/22 14:01,7,0
INC0113654,Self-service,,Student Interns,1/15/22 9:00,1/12/22 9:00,Computer (Desktop/Laptop),Configure/Modify,1/11/22 13:38,5,1
INC0113632,Email,,Service Desk,1/15/22 8:00,1/12/22 8:00,MFA,Configure/Modify,1/11/22 0:47,4,0
INC0113667,Email,,Service Desk,1/14/22 18:00,1/11/22 18:00,College Account/Identity Mgmt,Password,1/11/22 16:53,2,0
INC0113665,Phone,,Service Desk,1/14/22 17:00,1/11/22 17:00,College Account/Identity Mgmt,Password,1/11/22 16:00,1,0
INC0113653,Self-service,,Service Desk,1/14/22 16:00,1/11/22 16:00,Google Mail,Error/Bug,1/11/22 13:35,7,0
INC0113656,Phone,,Service Desk,1/14/22 15:00,1/11/22 15:00,Computer (Desktop/Laptop),Configure/Modify,1/11/22 14:12,1,0
INC0113590,Self-service,,Systems,1/14/22 15:00,1/11/22 15:00,ERP,Export/Import,1/7/22 13:15,10,0
INC0113651,Phone,,Service Desk,1/14/22 14:00,1/11/22 14:00,Phone/Fax/Credit Card Line,How To/Question,1/11/22 13:28,1,0
INC0113639,Email,,Service Desk,1/14/22 14:00,1/11/22 14:00,Desktop Application,Configure/Modify,1/11/22 10:58,4,0
INC0113634,Email,,Enterprise Applications,1/14/22 14:00,1/11/22 14:00,Portal,Configure/Modify,1/11/22 9:32,6,1
INC0113645,Email,,Service Desk,1/14/22 13:00,1/11/22 13:00,College Account/Identity Mgmt,How To/Question,1/11/22 11:46,4,0
INC0113648,Email,,Service Desk,1/14/22 13:00,1/11/22 13:00,General Information,How To/Question,1/11/22 12:18,3,0
INC0113647,Email,,Service Desk,1/14/22 13:00,1/11/22 13:00,ERP,Connectivity/Down,1/11/22 12:02,2,0
INC0113640,Phone,,Service Desk,1/14/22 13:00,1/11/22 13:00,Desktop Application,Configure/Modify,1/11/22 11:11,6,0
INC0113643,Self-service,,Service Desk,1/14/22 12:00,1/11/22 12:00,Google Alias/Group,Configure/Modify,1/11/22 11:38,2,0
INC0113646,Phone,,Service Desk,1/14/22 12:00,1/11/22 12:00,College Account/Identity Mgmt,Password,1/11/22 11:49,1,0
INC0113637,Email,,Service Desk,1/14/22 12:00,1/11/22 12:00,College Account/Identity Mgmt,Password,1/11/22 9:58,8,0
INC0113523,Email,,Service Desk,1/14/22 11:00,1/11/22 11:00,ERP,Configure/Modify,1/5/22 9:26,6,0
INC0113633,Self-service,,Service Desk,1/14/22 10:00,1/11/22 10:00,General Information,How To/Question,1/11/22 9:30,3,0
INC0113595,Email,,Service Desk,1/14/22 10:00,1/11/22 10:00,Computer (Desktop/Laptop),Configure/Modify,1/10/22 9:04,4,2
INC0113598,Email,,Systems,1/14/22 10:00,1/11/22 10:00,Server,Configure/Modify,1/10/22 9:14,12,1
INC0113586,Email,,Service Desk,1/13/22 18:00,1/10/22 18:00,Computer (Desktop/Laptop),How To/Question,1/7/22 11:54,4,0
INC0113604,Self-service,,Networks,1/13/22 17:00,1/10/22 17:00,Wired Network,Performance,1/10/22 9:43,3,0
INC0113630,Email,,Enterprise Applications,1/13/22 17:00,1/10/22 17:00,ERP,Configure/Modify,1/10/22 16:27,6,1
INC0113628,Email,,Enterprise Applications,1/13/22 16:00,1/10/22 16:00,Portal,Configure/Modify,1/10/22 15:53,3,1
INC0113624,Email,,Service Desk,1/13/22 16:00,1/10/22 16:00,College Account/Identity Mgmt,Configure/Modify,1/10/22 14:11,6,0
INC0113618,Email,,Service Desk,1/13/22 15:00,1/10/22 15:00,General Information,How To/Question,1/10/22 11:14,4,0
INC0113583,Email,,Service Desk,1/13/22 14:00,1/10/22 14:00,Desktop Application,Configure/Modify,1/7/22 10:34,8,0
INC0113606,Email,,Student Computing,1/13/22 14:00,1/10/22 14:00,Other/Not Listed,Connectivity/Down,1/10/22 9:50,5,0
INC0113535,Self-service,,Service Desk,1/13/22 14:00,1/10/22 14:00,Desktop Application,How To/Question,1/5/22 12:36,4,0
INC0113608,Email,,Student Computing,1/13/22 13:00,1/10/22 13:00,Other/Not Listed,Connectivity/Down,1/10/22 9:54,5,0
INC0113609,Email,,Student Computing,1/13/22 13:00,1/10/22 13:00,Other/Not Listed,Connectivity/Down,1/10/22 9:56,5,0
INC0113516,Email,,Service Desk,1/13/22 13:00,1/10/22 13:00,ERP,Configure/Modify,1/4/22 18:45,8,0
INC0113614,Phone,,Service Desk,1/13/22 11:00,1/10/22 11:00,Desktop Application,How To/Question,1/10/22 10:18,1,0
INC0113601,Email,,Service Desk,1/13/22 11:00,1/10/22 11:00,Desktop Application,Configure/Modify,1/10/22 9:34,2,0
INC0113616,Phone,,Service Desk,1/13/22 11:00,1/10/22 11:00,Desktop Application,Configure/Modify,1/10/22 10:29,1,0
INC0113615,Phone,,Service Desk,1/13/22 11:00,1/10/22 11:00,College Account/Identity Mgmt,Password,1/10/22 10:28,1,0
INC0113600,Email,,Service Desk,1/13/22 10:00,1/10/22 10:00,Bogus/Duplicate Record,Maintenance,1/10/22 9:20,4,0
INC0113548,Self-service,,Service Desk,1/9/22 12:00,1/6/22 12:00,Other Google Service,Configure/Modify,1/6/22 9:06,6,0
INC0113582,Email,,Service Desk,1/10/22 14:00,1/7/22 14:00,Google Mail,Configure/Modify,1/7/22 10:24,4,0
INC0113481,Email,,Student Computing,1/10/22 14:00,1/7/22 14:00,College Account/Identity Mgmt,How To/Question,1/3/22 9:38,6,1
INC0113585,Self-service,,Systems,1/10/22 12:00,1/7/22 12:00,ERP,Account,1/7/22 10:59,4,0
INC0113577,Email,,Service Desk,1/10/22 10:00,1/7/22 10:00,Other Google Service,How To/Question,1/7/22 6:45,2,0
INC0113482,Email,,Student Computing,1/10/22 10:00,1/7/22 10:00,General Information,How To/Question,1/3/22 9:44,3,0
INC0113564,Phone,,Service Desk,1/9/22 18:00,1/6/22 18:00,College Account/Identity Mgmt,Configure/Modify,1/6/22 14:10,2,0
INC0113515,Email,,Enterprise Applications,1/9/22 17:00,1/6/22 17:00,Other/Not Listed,Configure/Modify,1/4/22 16:42,5,1
INC0113574,Phone,,Service Desk,1/9/22 17:00,1/6/22 17:00,College Account/Identity Mgmt,Password,1/6/22 16:57,1,0
INC0113572,Self-service,,Service Desk,1/9/22 17:00,1/6/22 17:00,General Information,How To/Question,1/6/22 16:31,4,0
INC0113568,Email,,Service Desk,1/9/22 17:00,1/6/22 17:00,General Information,How To/Question,1/6/22 14:53,6,0
INC0113545,Email,,Service Desk,1/9/22 17:00,1/6/22 17:00,VPN/Remote Access,How To/Question,1/5/22 17:34,11,0
INC0113566,Self-service,,Service Desk,1/9/22 17:00,1/6/22 17:00,Computer (Desktop/Laptop),Configure/Modify,1/6/22 14:34,5,0
INC0113563,Phone,,Service Desk,1/9/22 15:00,1/6/22 15:00,College Account/Identity Mgmt,Password,1/6/22 14:03,1,0
INC0113542,Self-service,,Enterprise Applications,1/9/22 15:00,1/6/22 15:00,ERP,Configure/Modify,1/5/22 16:12,5,1
INC0113562,Phone,,Service Desk,1/9/22 13:00,1/6/22 13:00,College Account/Identity Mgmt,Password,1/6/22 12:47,1,0
INC0113557,Email,,Service Desk,1/9/22 12:00,1/6/22 12:00,General Information,How To/Question,1/6/22 10:34,2,0
INC0113560,Email,,Service Desk,1/9/22 12:00,1/6/22 12:00,College Account/Identity Mgmt,How To/Question,1/6/22 10:58,2,0
INC0113559,Email,,Service Desk,1/9/22 12:00,1/6/22 12:00,Desktop Application,Install/New,1/6/22 10:52,3,0
INC0113554,Email,,Service Desk,1/9/22 11:00,1/6/22 11:00,ERP,Configure/Modify,1/6/22 9:52,4,0
INC0113558,Self-service,,Service Desk,1/9/22 11:00,1/6/22 11:00,General Information,How To/Question,1/6/22 10:35,2,0
INC0113493,Email,,Service Desk,1/9/22 11:00,1/6/22 11:00,ERP,Password,1/4/22 9:46,21,4
INC0113508,Email,,Systems,1/9/22 11:00,1/6/22 11:00,Advocate,Configure/Modify,1/4/22 15:14,14,1
INC0113553,Self-service,,Networks,1/9/22 11:00,1/6/22 11:00,Wired Network,Connectivity/Down,1/6/22 9:51,2,0
INC0113550,Email,,Service Desk,1/9/22 10:00,1/6/22 10:00,General Information,How To/Question,1/6/22 9:38,3,0
INC0113551,Email,,Service Desk,1/9/22 10:00,1/6/22 10:00,General Information,How To/Question,1/6/22 9:40,7,0
INC0113546,Self-service,,Service Desk,1/9/22 10:00,1/6/22 10:00,Google Mail,Configure/Modify,1/5/22 17:54,4,0
INC0113511,Email,,Service Desk,1/8/22 18:00,1/5/22 18:00,Wired Network,Connectivity/Down,1/4/22 15:42,6,0
INC0113520,Email,,Service Desk,1/8/22 17:00,1/5/22 17:00,Desktop Application,Install/New,1/5/22 7:06,8,0
INC0113524,Email,,Service Desk,1/8/22 16:00,1/5/22 16:00,ERP,Configure/Modify,1/5/22 9:34,4,0
INC0113540,Self-service,,Service Desk,1/8/22 16:00,1/5/22 16:00,General Information,How To/Question,1/5/22 15:25,2,0
INC0113517,Email,,Service Desk,1/8/22 15:00,1/5/22 15:00,Google Mail,Configure/Modify,1/4/22 18:49,4,0
INC0113538,Email,,Service Desk,1/8/22 15:00,1/5/22 15:00,Desktop Application,How To/Question,1/5/22 14:01,4,0
INC0113529,Email,,Service Desk,1/8/22 14:00,1/5/22 14:00,Desktop Application,Configure/Modify,1/5/22 10:24,9,0
INC0113518,Self-service,,Service Desk,1/8/22 14:00,1/5/22 14:00,Server,Configure/Modify,1/4/22 18:57,5,0
INC0113510,Phone,,Service Desk,1/8/22 13:00,1/5/22 13:00,Computer (Desktop/Laptop),Broken/Not Working,1/4/22 15:37,3,0
INC0113536,Self-service,,Service Desk,1/8/22 13:00,1/5/22 13:00,Desktop Application,Configure/Modify,1/5/22 12:40,4,0
INC0113527,Phone,,Service Desk,1/8/22 13:00,1/5/22 13:00,College Account/Identity Mgmt,Password,1/5/22 10:16,7,0
INC0113521,Email,,Service Desk,1/8/22 13:00,1/5/22 13:00,Desktop Application,Configure/Modify,1/5/22 8:28,5,0
INC0113525,Self-service,,Student Computing,1/8/22 12:00,1/5/22 12:00,Other/Not Listed,Configure/Modify,1/5/22 10:02,3,0
INC0113509,Self-service,,Service Desk,1/8/22 11:00,1/5/22 11:00,Computer (Desktop/Laptop),Performance,1/4/22 15:18,6,0
INC0113519,Email,,Service Desk,1/8/22 11:00,1/5/22 11:00,OS,Configure/Modify,1/4/22 20:02,2,0
INC0113486,Email,,Service Desk,1/8/22 11:00,1/5/22 11:00,OS,Configure/Modify,1/3/22 11:51,14,2
INC0113502,Email,,Enterprise Applications,1/7/22 17:00,1/4/22 17:00,ERP,Account,1/4/22 12:09,7,1
INC0113506,Self-service,,Service Desk,1/7/22 16:00,1/4/22 16:00,General Information,How To/Question,1/4/22 14:00,7,0
INC0113501,Email,,Service Desk,1/7/22 14:00,1/4/22 14:00,Desktop Application,Connectivity/Down,1/4/22 11:25,8,0
INC0113505,Self-service,,Service Desk,1/7/22 14:00,1/4/22 14:00,Google Alias/Group,Configure/Modify,1/4/22 13:36,2,0
INC0113500,Email,,Service Desk,1/7/22 14:00,1/4/22 14:00,Peripheral,Replace/Upgrade,1/4/22 11:19,3,2
INC0113495,Self-service,,Service Desk,1/7/22 12:00,1/4/22 12:00,Phone/Fax/Credit Card Line,How To/Question,1/4/22 9:49,3,0
INC0113490,Email,,Service Desk,1/7/22 11:00,1/4/22 11:00,Desktop Application,Configure/Modify,1/4/22 8:24,8,0
INC0113491,Self-service,,Service Desk,1/7/22 11:00,1/4/22 11:00,Monitor,Broken/Not Working,1/4/22 9:25,6,0
INC0113497,Email,,Service Desk,1/7/22 11:00,1/4/22 11:00,Desktop Application,Configure/Modify,1/4/22 9:58,6,0
INC0113489,Email,,Service Desk,1/7/22 11:00,1/4/22 11:00,Desktop Application,How To/Question,1/3/22 21:21,4,0
INC0113494,Self-service,,Networks,1/7/22 11:00,1/4/22 11:00,Wireless Network,Connectivity/Down,1/4/22 9:48,10,0
INC0113496,Self-service,,Service Desk,1/7/22 11:00,1/4/22 11:00,Desktop Application,Configure/Modify,1/4/22 9:50,4,0
INC0113484,Email,,Service Desk,1/7/22 10:00,1/4/22 10:00,College Account/Identity Mgmt,Password,1/3/22 10:08,3,0
INC0113485,Email,,Service Desk,1/6/22 12:00,1/3/22 12:00,College Account/Identity Mgmt,Error/Bug,1/3/22 10:28,3,0
INC0113480,Email,,Service Desk,1/5/22 13:00,1/2/22 13:00,Desktop Application,Configure/Modify,1/1/22 14:58,4,0
INC0112581,Email,,Service Desk,,11/4/22 12:00,Computer (Desktop/Laptop),Install/New,11/12/21 10:43,24,0
INC0113425,Email,,Enterprise Applications,,,Other/Not Listed,Configure/Modify,12/22/21 10:06,6,0
INC0111635,Email,,Enterprise Applications,,,ERP,Configure/Modify,10/7/21 11:05,10,1
INC0112100,Email,,Service Desk,10/21/22 12:00,10/18/22 12:00,Monitor,Install/New,10/25/21 12:33,5,1
INC0112393,Email,,Service Desk,10/20/22 11:00,10/17/22 11:00,Computer (Desktop/Laptop),Install/New,11/5/21 15:26,101,10
INC0112896,Email,,Enterprise Applications,10/3/22 16:00,9/30/22 16:00,ERP,Configure/Modify,11/29/21 10:24,25,1
INC0112198,Email,,Enterprise Applications,3/14/22 18:00,3/11/22 18:00,ERP,Configure/Modify,10/27/21 15:43,22,1
INC0113356,Email,,Service Desk,9/11/22 0:00,9/8/22 0:00,Computer (Desktop/Laptop),Install/New,12/17/21 10:11,34,4
INC0113018,Walk-in,,Service Desk,8/20/22 11:00,8/17/22 11:00,Desktop Application,Configure/Modify,12/2/21 13:04,21,0
INC0110699,Phone,,Service Desk,8/10/22 22:00,8/7/22 22:00,College Account/Identity Mgmt,Password,9/13/21 9:44,26,0
INC0108852,Email,,Service Desk,7/31/22 15:00,7/28/22 15:00,Google Mail,Configure/Modify,7/12/21 17:06,8,0
INC0112713,Email,,Networks,12/3/21 16:00,11/30/21 16:00,Wireless Network,Connectivity/Down,11/16/21 20:28,13,1
INC0111433,Phone,,Service Desk,7/12/22 22:00,7/9/22 22:00,Google Mail,Error/Bug,9/30/21 9:59,30,0
INC0108110,Email,,Service Desk,7/12/22 22:00,7/9/22 22:00,Computer (Desktop/Laptop),Configure/Modify,6/7/21 14:05,22,2
INC0107292,Email,,Service Desk,7/12/22 21:00,7/9/22 21:00,Computer (Desktop/Laptop),Install/New,4/27/21 16:04,31,4
INC0112793,Email,,Enterprise Applications,6/27/22 17:00,6/24/22 17:00,ERP,Configure/Modify,11/19/21 10:26,8,1
INC0113097,Email,,Service Desk,6/26/22 14:00,6/23/22 14:00,Computer (Desktop/Laptop),Install/New,12/6/21 19:16,56,10
INC0113093,Email,,Service Desk,6/20/22 10:00,6/17/22 10:00,Computer (Desktop/Laptop),Install/New,12/6/21 13:07,27,2
INC0112671,Email,,Service Desk,6/18/22 17:00,6/15/22 17:00,Peripheral,Install/New,11/16/21 10:21,23,2
INC0107890,Self-service,,Systems,8/13/21 11:00,8/10/21 11:00,Other/Not Listed,Configure/Modify,5/24/21 17:42,34,1
INC0112521,Email,,Service Desk,6/13/22 20:00,6/10/22 20:00,Phone/Fax/Credit Card Line,Relocate/Transfer,11/10/21 11:44,7,0
INC0111814,Email,,Service Desk,6/13/22 20:00,6/10/22 20:00,Phone/Fax/Credit Card Line,Connectivity/Down,10/13/21 14:50,6,0
INC0111160,Email,,Service Desk,6/13/22 20:00,6/10/22 20:00,Phone/Fax/Credit Card Line,Connectivity/Down,9/22/21 10:46,6,0
INC0112756,Self-service,,Service Desk,6/9/22 12:00,6/6/22 12:00,Computer (Desktop/Laptop),Install/New,11/18/21 10:43,38,10
INC0111917,Self-service,,Service Desk,5/30/22 11:00,5/27/22 11:00,Desktop Application,Configure/Modify,10/18/21 11:36,11,0
INC0111341,Self-service,,Service Desk,5/28/22 13:00,5/25/22 13:00,Computer (Desktop/Laptop),Install/New,9/28/21 9:34,38,8
INC0106895,Email,,Service Desk,5/27/22 17:00,5/24/22 17:00,Computer (Desktop/Laptop),Install/New,4/7/21 17:58,36,4
INC0113353,Email,,Service Desk,5/27/22 15:00,5/24/22 15:00,Computer (Desktop/Laptop),Install/New,12/17/21 7:41,24,4
INC0113224,Self-service,,Service Desk,4/23/22 16:00,4/20/22 16:00,Computer (Desktop/Laptop),Install/New,12/13/21 11:26,12,0
INC0110856,Self-service,,Service Desk,5/23/22 14:00,5/20/22 14:00,Peripheral,Install/New,9/15/21 10:50,25,4
INC0108692,Email,,Service Desk,5/23/22 13:00,5/20/22 13:00,Phone/Fax/Credit Card Line,Connectivity/Down,7/6/21 14:50,7,0
INC0111299,Self-service,,Service Desk,5/23/22 12:00,5/20/22 12:00,Computer (Desktop/Laptop),How To/Question,9/27/21 10:57,48,4
INC0108880,Self-service,,Service Desk,5/22/22 10:00,5/19/22 10:00,Computer (Desktop/Laptop),Install/New,7/13/21 17:32,38,6
INC0111492,Email,,Service Desk,5/20/22 10:00,5/17/22 10:00,Desktop Application,Error/Bug,10/4/21 9:54,22,2
INC0111600,Self-service,,Service Desk,5/19/22 13:00,5/16/22 13:00,Peripheral,Install/New,10/6/21 12:49,4,0
INC0111951,Phone,,Service Desk,5/16/22 11:00,5/13/22 11:00,Computer (Desktop/Laptop),Install/New,10/19/21 9:45,56,4
INC0108106,Email,,Service Desk,5/16/22 9:00,5/13/22 9:00,Phone/Fax/Credit Card Line,How To/Question,6/7/21 12:30,10,0
INC0109001,Email,,Service Desk,5/16/22 9:00,5/13/22 9:00,Desktop Application,Configure/Modify,7/19/21 13:49,6,0
INC0109345,Email,,Service Desk,5/15/22 12:00,5/12/22 12:00,Computer (Desktop/Laptop),Loaner Equipment,8/4/21 9:20,20,2
INC0112925,Self-service,,Enterprise Applications,5/13/22 10:00,5/10/22 10:00,ERP,Configure/Modify,11/29/21 15:08,5,0
INC0108392,Email,,Service Desk,5/9/22 9:00,5/6/22 9:00,Phone/Fax/Credit Card Line,Connectivity/Down,6/22/21 10:38,9,0
INC0110384,Self-service,,Service Desk,9/11/21 9:00,9/8/21 9:00,Desktop Application,Configure/Modify,9/3/21 17:07,12,0
INC0107878,Email,,Service Desk,5/6/22 11:00,5/3/22 11:00,Computer (Desktop/Laptop),Install/New,5/24/21 13:56,27,4
INC0109189,Email,,Service Desk,10/29/21 17:00,10/26/21 17:00,Computer (Desktop/Laptop),Install/New,7/28/21 10:22,23,4
INC0112719,Self-service,,Service Desk,4/30/22 18:00,4/27/22 18:00,Peripheral,Install/New,11/17/21 9:21,4,0
INC0113301,Self-service,,Purchasing,4/30/22 12:00,4/27/22 12:00,Computer (Desktop/Laptop),Install/New,12/15/21 13:34,8,1
INC0106601,Email,,Service Desk,4/10/21 15:00,4/7/21 15:00,OS,Configure/Modify,3/22/21 14:16,7,0
INC0109493,Email,,Enterprise Applications,4/24/22 14:00,4/21/22 14:00,ERP,Configure/Modify,8/10/21 11:35,23,1
INC0112826,Email,,Service Desk,4/23/22 17:00,4/20/22 17:00,Peripheral,Install/New,11/22/21 11:46,3,0
INC0111246,Self-service,,Service Desk,4/23/22 17:00,4/20/22 17:00,OS,Error/Bug,9/24/21 10:13,12,0
INC0112822,Email,,Service Desk,4/21/22 16:00,4/18/22 16:00,Computer (Desktop/Laptop),How To/Question,11/22/21 10:32,4,0
INC0113413,Self-service,,Service Desk,4/18/22 11:00,4/15/22 11:00,Computer (Desktop/Laptop),Install/New,12/21/21 15:22,25,4
INC0112580,Email,,Service Desk,4/15/22 17:00,4/12/22 17:00,Computer (Desktop/Laptop),Install/New,11/12/21 10:41,11,0
INC0112578,Email,,Service Desk,4/15/22 15:00,4/12/22 15:00,Computer (Desktop/Laptop),Install/New,11/12/21 10:29,5,0
INC0112579,Email,,Service Desk,4/11/22 15:00,4/8/22 15:00,Computer (Desktop/Laptop),Install/New,11/12/21 10:37,18,0
INC0112654,Email,,Service Desk,4/9/22 14:00,4/6/22 14:00,Computer (Desktop/Laptop),Configure/Modify,11/15/21 14:07,8,0
INC0113143,Email,,Service Desk,4/8/22 15:00,4/5/22 15:00,Computer (Desktop/Laptop),Install/New,12/8/21 12:22,32,6
INC0113349,Email,,Enterprise Applications,4/3/22 14:00,3/31/22 14:00,ERP,Configure/Modify,12/16/21 17:47,20,1
INC0113140,Self-service,,Service Desk,3/12/22 11:00,3/9/22 11:00,Computer (Desktop/Laptop),Install/New,12/8/21 11:34,41,6
INC0113092,Email,,Service Desk,4/1/22 16:00,3/29/22 16:00,Peripheral,Install/New,12/6/21 12:29,12,2
INC0107137,Email,,Service Desk,4/23/21 18:00,4/20/21 18:00,Desktop Application,Install/New,4/19/21 18:13,11,0
INC0113118,Email,,Service Desk,3/30/22 12:00,3/27/22 12:00,Computer (Desktop/Laptop),Configure/Modify,12/7/21 13:09,29,0
INC0112151,Email,,Enterprise Applications,10/31/21 16:00,10/28/21 16:00,ERP,Configure/Modify,10/26/21 15:51,8,1
INC0108586,Email,,Service Desk,3/27/22 13:00,3/24/22 13:00,Windows File Server (fs),Configure/Modify,6/30/21 16:28,6,0
INC0113167,Self-service,,Service Desk,3/25/22 12:00,3/22/22 12:00,Computer (Desktop/Laptop),Install/New,12/9/21 9:56,26,6
INC0110138,Self-service,,Service Desk,9/20/21 14:00,9/17/21 14:00,Computer (Desktop/Laptop),Configure/Modify,8/30/21 11:38,18,0
INC0113177,Email,,Service Desk,3/18/22 12:00,3/15/22 12:00,Computer (Desktop/Laptop),Install/New,12/9/21 14:47,12,4
INC0110108,Email,,Enterprise Applications,3/17/22 15:00,3/14/22 15:00,Google Mail,Error/Bug,8/30/21 7:41,19,4
INC0113366,Self-service,,Service Desk,3/17/22 10:00,3/14/22 10:00,Office Printer,Configure/Modify,12/17/21 14:44,10,0
INC0112150,Self-service,,Service Desk,3/14/22 14:00,3/11/22 14:00,Computer (Desktop/Laptop),Broken/Not Working,10/26/21 15:37,23,0
INC0113074,Email,,Service Desk,12/9/21 11:00,12/6/21 11:00,Server,Configure/Modify,12/6/21 9:08,4,0
INC0112239,Email,,Service Desk,3/9/22 15:59,3/6/22 15:59,Google Mail,Configure/Modify,10/28/21 16:23,4,0
INC0112739,Email,,Service Desk,3/9/22 15:58,3/6/22 15:58,MFA,How To/Question,11/17/21 16:19,5,0
INC0109136,Email,,Information Security,3/9/22 15:58,3/6/22 15:58,OS,Security/Policy Breach,7/26/21 9:12,3,1
INC0110462,Email,,Information Security,3/9/22 15:58,3/6/22 15:58,Other/Not Listed,Security/Policy Breach,9/7/21 17:33,2,0
INC0108087,Email,,Information Security,3/7/22 15:47,3/4/22 15:47,Google Mail,Restore/Recover,6/7/21 8:01,16,1
